faculty_id	name	fname	fclass	gender	dept_id	dept	bdate	email	phone
200870209	Rebecca	Smith	TA	Female	3	Department of Military Digital Convergence	1983-03-12	rebecca_83s@ajou.ac.kr	010-6093-0900
199270210	Kimberly	Bottier	TA	Female	3	Department of Military Digital Convergence	1967-09-21	kimberly_67b@ajou.ac.kr	010-3299-5009
201870211	Kimberly	Lee	Professor	Female	0	Department of Software and Computer Engineering	1993-06-05	kimberly_93l@ajou.ac.kr	010-8364-9641
201770212	Andrew	Moore	Professor	Male	1	Department of Cyber Security	1992-01-03	andrew_92m@ajou.ac.kr	010-3660-6258
201770213	Robert	Brown	TA	Male	4	Department of Applied Artificial Intelligence	1992-10-15	robert_92b@ajou.ac.kr	010-1265-8546
199870214	Anthony	Rodriguez	Staff	Male	3	Department of Military Digital Convergence	1973-08-29	anthony_73r@ajou.ac.kr	010-5792-2585
200470215	Kevin	Park	TA	Male	3	Department of Military Digital Convergence	1979-02-27	kevin_79p@ajou.ac.kr	010-1683-8676
201270216	Steven	Martin	TA	Male	2	Department of Digital Media	1987-09-02	steven_87m@ajou.ac.kr	010-6648-4644
200270217	Laura	ClarkLewis	Professor	Female	3	Department of Military Digital Convergence	1977-03-05	laura_77c@ajou.ac.kr	010-1068-5996
200470218	Linda	Davis	TA	Female	0	Department of Software and Computer Engineering	1979-01-11	linda_79d@ajou.ac.kr	010-0589-7894
200970219	Jiho	Min	TA	Male	2	Department of Digital Media	1984-04-10	jiho_84m@ajou.ac.kr	010-1145-0046
200670220	Mark	ClarkLewis	TA	Male	0	Department of Software and Computer Engineering	1981-11-12	mark_81c@ajou.ac.kr	010-6665-3097
200670221	Joonseo	Taylor	Staff	Male	1	Department of Cyber Security	1981-03-09	joonseo_81t@ajou.ac.kr	010-2999-6847
201870222	Jiwoo	Jeong	Staff	Female	2	Department of Digital Media	1993-01-21	jiwoo_93j@ajou.ac.kr	010-1508-3888
199370223	David	Choi	TA	Male	2	Department of Digital Media	1968-05-01	david_68c@ajou.ac.kr	010-1538-2780
200470224	Steven	Cho	Staff	Male	2	Department of Digital Media	1979-05-10	steven_79c@ajou.ac.kr	010-8452-7126
201870225	Jessica	Smith	TA	Female	0	Department of Software and Computer Engineering	1993-12-03	jessica_93s@ajou.ac.kr	010-7189-5220
199570226	Kimberly	Williams	Staff	Female	2	Department of Digital Media	1970-01-07	kimberly_70w@ajou.ac.kr	010-1178-6681
201870227	Stephanie	Martin	Professor	Female	0	Department of Software and Computer Engineering	1993-06-11	stephanie_93m@ajou.ac.kr	010-0786-8695
199070228	Donna	Martin	TA	Female	4	Department of Applied Artificial Intelligence	1965-07-13	donna_65m@ajou.ac.kr	010-9476-4935
200070229	Linda	Nguyen	Staff	Female	2	Department of Digital Media	1975-02-28	linda_75n@ajou.ac.kr	010-9605-8107
201970230	Daniel	Sim	Professor	Male	0	Department of Software and Computer Engineering	1994-10-08	daniel_94s@ajou.ac.kr	010-6454-2291
201170231	Nancy	Thompson	TA	Female	4	Department of Applied Artificial Intelligence	1986-01-16	nancy_86t@ajou.ac.kr	010-3760-0927
201670232	Siu	White	TA	Male	4	Department of Applied Artificial Intelligence	1991-07-09	siu_91w@ajou.ac.kr	010-1819-1015
199870233	Karen	Lee	Staff	Female	4	Department of Applied Artificial Intelligence	1973-01-27	karen_73l@ajou.ac.kr	010-4132-8463
201370234	Sarah	ClarkLewis	Staff	Female	3	Department of Military Digital Convergence	1988-07-14	sarah_88c@ajou.ac.kr	010-1219-0283
199870235	Seohyun	Martinez	Professor	Female	2	Department of Digital Media	1973-01-07	seohyun_73m@ajou.ac.kr	010-1039-1505
201870236	John	Heo	TA	Male	1	Department of Cyber Security	1993-10-27	john_93h@ajou.ac.kr	010-5745-5724
201070237	Linda	Jeong	Staff	Female	0	Department of Software and Computer Engineering	1985-05-20	linda_85j@ajou.ac.kr	010-9643-8466
199970238	Seoyoon	Thompson	TA	Female	1	Department of Cyber Security	1974-08-26	seoyoon_74t@ajou.ac.kr	010-1667-7322
199170239	John	Robinson	TA	Male	4	Department of Applied Artificial Intelligence	1966-12-25	john_66r@ajou.ac.kr	010-0408-1809
199170240	Joowon	Lee	Professor	Male	4	Department of Applied Artificial Intelligence	1966-04-18	joowon_66l@ajou.ac.kr	010-9942-0162
200670241	Sarah	Bottier	Staff	Female	1	Department of Cyber Security	1981-04-13	sarah_81b@ajou.ac.kr	010-5553-2414
201870242	Sharon	Miller	Professor	Female	1	Department of Cyber Security	1993-06-20	sharon_93m@ajou.ac.kr	010-2362-0571
201670243	Hajoon	Hernandez	Professor	Male	3	Department of Military Digital Convergence	1991-05-06	hajoon_91h@ajou.ac.kr	010-9781-2881
200570244	Amanda	Han	Staff	Female	3	Department of Military Digital Convergence	1980-01-03	amanda_80h@ajou.ac.kr	010-3088-0633
200670245	Seohyun	Walker	Staff	Female	0	Department of Software and Computer Engineering	1981-06-01	seohyun_81w@ajou.ac.kr	010-1287-5689
201170246	Susan	Walker	Professor	Female	1	Department of Cyber Security	1986-12-30	susan_86w@ajou.ac.kr	010-5546-1043
201370247	Chaewon	Yu	Staff	Female	0	Department of Software and Computer Engineering	1988-12-08	chaewon_88y@ajou.ac.kr	010-6114-0011
200670248	Yejoon	Song	TA	Male	2	Department of Digital Media	1981-12-20	yejoon_81s@ajou.ac.kr	010-5041-8124
200470249	Melissa	Gonzalez	Staff	Female	4	Department of Applied Artificial Intelligence	1979-05-24	melissa_79g@ajou.ac.kr	010-6501-7265
199970250	Kenneth	Park	Professor	Male	2	Department of Digital Media	1974-09-16	kenneth_74p@ajou.ac.kr	010-6750-4382
201470251	Melissa	Park	Professor	Female	0	Department of Software and Computer Engineering	1989-11-18	melissa_89p@ajou.ac.kr	010-6636-4747
201170252	Richard	Rochette	Staff	Male	3	Department of Military Digital Convergence	1986-10-15	richard_86r@ajou.ac.kr	010-5655-5965
199870253	Patricia	Cho	Staff	Female	4	Department of Applied Artificial Intelligence	1973-03-05	patricia_73c@ajou.ac.kr	010-4335-1288
201770254	Jiho	Choi	Professor	Male	2	Department of Digital Media	1992-03-07	jiho_92c@ajou.ac.kr	010-2734-9962
201670255	Rebecca	Gonzalez	Professor	Female	1	Department of Cyber Security	1991-05-22	rebecca_91g@ajou.ac.kr	010-6399-1774
200070256	Ryan	Johnson	Professor	Male	4	Department of Applied Artificial Intelligence	1975-05-30	ryan_75j@ajou.ac.kr	010-7977-1579
199270257	Chaewon	Johnson	Staff	Female	0	Department of Software and Computer Engineering	1967-11-05	chaewon_67j@ajou.ac.kr	010-4364-9857
201570258	Seohyun	Brown	Staff	Female	3	Department of Military Digital Convergence	1990-06-13	seohyun_90b@ajou.ac.kr	010-4664-2430
200070259	William	Kim	Staff	Male	3	Department of Military Digital Convergence	1975-06-09	william_75k@ajou.ac.kr	010-8984-3568
200970260	Kimberly	Perez	Professor	Female	3	Department of Military Digital Convergence	1984-05-08	kimberly_84p@ajou.ac.kr	010-3287-9887
199970261	Michelle	Taylor	Professor	Female	1	Department of Cyber Security	1974-03-02	michelle_74t@ajou.ac.kr	010-1480-1611
200770262	Seojoon	Hall	Professor	Male	1	Department of Cyber Security	1982-07-06	seojoon_82h@ajou.ac.kr	010-4982-4106
201770263	Doyoon	Nguyen	Staff	Male	4	Department of Applied Artificial Intelligence	1992-07-23	doyoon_92n@ajou.ac.kr	010-3904-6124
199770264	Sandra	Taylor	TA	Female	0	Department of Software and Computer Engineering	1972-01-08	sandra_72t@ajou.ac.kr	010-6253-8905
200670265	Joseph	Miller	Professor	Male	2	Department of Digital Media	1981-03-11	joseph_81m@ajou.ac.kr	010-4013-5427
201070266	Timothy	Martinez	TA	Male	2	Department of Digital Media	1985-01-29	timothy_85m@ajou.ac.kr	010-7756-8530
199470267	Margaret	Anderson	TA	Female	3	Department of Military Digital Convergence	1969-01-24	margaret_69a@ajou.ac.kr	010-2243-5239
201170268	Carol	Min	Staff	Female	4	Department of Applied Artificial Intelligence	1986-10-21	carol_86m@ajou.ac.kr	010-2511-1869
201270269	Susan	Han	Professor	Female	2	Department of Digital Media	1987-03-02	susan_87h@ajou.ac.kr	010-8551-6436
199270270	Jia	Taylor	Professor	Female	2	Department of Digital Media	1967-06-01	jia_67t@ajou.ac.kr	010-8768-9050
200270271	Hajoon	Dereskeviciute	Professor	Male	1	Department of Cyber Security	1977-11-16	hajoon_77d@ajou.ac.kr	010-1283-7051
201970272	Donald	Yu	Staff	Male	0	Department of Software and Computer Engineering	1994-04-26	donald_94y@ajou.ac.kr	010-1797-3355
199770273	Nancy	Johnson	TA	Female	1	Department of Cyber Security	1972-04-19	nancy_72j@ajou.ac.kr	010-2602-9199
200470274	Jihoo	Johnson	TA	Male	1	Department of Cyber Security	1979-08-01	jihoo_79j@ajou.ac.kr	010-2039-1549
199370275	Joonseo	Sim	Staff	Male	2	Department of Digital Media	1968-10-27	joonseo_68s@ajou.ac.kr	010-5415-8046
201970276	Jiwoo	Rochette	Professor	Female	1	Department of Cyber Security	1994-01-14	jiwoo_94r@ajou.ac.kr	010-0275-8998
200970277	Yejoon	Han	TA	Male	0	Department of Software and Computer Engineering	1984-04-03	yejoon_84h@ajou.ac.kr	010-3269-8570
201670278	Susan	Heo	Staff	Female	2	Department of Digital Media	1991-10-18	susan_91h@ajou.ac.kr	010-5860-5417
200170279	Sua	Jackson	TA	Female	2	Department of Digital Media	1976-07-10	sua_76j@ajou.ac.kr	010-7839-5860
201770280	George	Rochette	Professor	Male	2	Department of Digital Media	1992-02-10	george_92r@ajou.ac.kr	010-4215-0374
200870281	Hayoon	Park	Professor	Female	3	Department of Military Digital Convergence	1983-09-29	hayoon_83p@ajou.ac.kr	010-0227-4600
201570282	Robert	Lee	Professor	Male	1	Department of Cyber Security	1990-02-25	robert_90l@ajou.ac.kr	010-8069-4496
200970283	Hayoon	Kang	TA	Female	4	Department of Applied Artificial Intelligence	1984-06-06	hayoon_84k@ajou.ac.kr	010-0875-0415
199670284	Joonseo	White	Staff	Male	1	Department of Cyber Security	1971-05-12	joonseo_71w@ajou.ac.kr	010-0772-6734
199070285	Joshua	Wilson	Professor	Male	1	Department of Cyber Security	1965-05-02	joshua_65w@ajou.ac.kr	010-7043-6759
199770286	Barbara	Jeong	Professor	Female	1	Department of Cyber Security	1972-07-24	barbara_72j@ajou.ac.kr	010-6206-4145
201070287	Hajoon	Ha	Staff	Male	3	Department of Military Digital Convergence	1985-04-20	hajoon_85h@ajou.ac.kr	010-5746-4257
199770288	John	Brown	TA	Male	3	Department of Military Digital Convergence	1972-09-27	john_72b@ajou.ac.kr	010-1430-8152
201870289	Chaewon	Yu	Staff	Female	0	Department of Software and Computer Engineering	1993-03-29	chaewon_93y@ajou.ac.kr	010-2618-8385
201370290	Doyoon	Hall	Staff	Male	2	Department of Digital Media	1988-12-11	doyoon_88h@ajou.ac.kr	010-5744-9367
199770291	William	Walker	Professor	Male	4	Department of Applied Artificial Intelligence	1972-12-13	william_72w@ajou.ac.kr	010-1639-7080
200170292	Seojoon	Kang	Professor	Male	2	Department of Digital Media	1976-10-04	seojoon_76k@ajou.ac.kr	010-3821-0831
201770293	Hajoon	Kim	TA	Male	0	Department of Software and Computer Engineering	1992-04-03	hajoon_92k@ajou.ac.kr	010-0335-4859
199370294	Kimberly	Song	Staff	Female	2	Department of Digital Media	1968-12-08	kimberly_68s@ajou.ac.kr	010-1780-0429
200870295	Anthony	Thomas	Professor	Male	1	Department of Cyber Security	1983-10-02	anthony_83t@ajou.ac.kr	010-1885-3618
201270296	Jason	Choi	TA	Male	4	Department of Applied Artificial Intelligence	1987-02-14	jason_87c@ajou.ac.kr	010-1479-3284
199670297	Steven	Thomas	TA	Male	2	Department of Digital Media	1971-10-10	steven_71t@ajou.ac.kr	010-6395-9079
201670298	Charles	Smith	Staff	Male	1	Department of Cyber Security	1991-03-08	charles_91s@ajou.ac.kr	010-2932-9232
200770299	Karen	Garcia	Staff	Female	2	Department of Digital Media	1982-03-03	karen_82g@ajou.ac.kr	010-9537-2111
199370300	Jihoo	Ha	TA	Male	0	Department of Software and Computer Engineering	1968-06-25	jihoo_68h@ajou.ac.kr	010-7544-1296
201470301	Donna	Robinson	Professor	Female	4	Department of Applied Artificial Intelligence	1989-01-15	donna_89r@ajou.ac.kr	010-7199-8265
199570302	Sharon	Jeong	Professor	Female	3	Department of Military Digital Convergence	1970-04-23	sharon_70j@ajou.ac.kr	010-0083-0656
200270303	Amanda	Rochette	Staff	Female	2	Department of Digital Media	1977-08-23	amanda_77r@ajou.ac.kr	010-2351-1778
201070304	Mary	Garcia	Professor	Female	0	Department of Software and Computer Engineering	1985-07-06	mary_85g@ajou.ac.kr	010-1317-1719
200670305	Kimberly	Jackson	Professor	Female	2	Department of Digital Media	1981-07-11	kimberly_81j@ajou.ac.kr	010-4970-9348
201670306	Charles	Gonzalez	Staff	Male	1	Department of Cyber Security	1991-02-01	charles_91g@ajou.ac.kr	010-5171-9512
199570307	Dohyun	Miller	TA	Male	4	Department of Applied Artificial Intelligence	1970-06-24	dohyun_70m@ajou.ac.kr	010-5768-8248
199370308	Sandra	Martinez	TA	Female	3	Department of Military Digital Convergence	1968-10-01	sandra_68m@ajou.ac.kr	010-6351-8329
200270309	Patricia	Thompson	Professor	Female	2	Department of Digital Media	1977-11-01	patricia_77t@ajou.ac.kr	010-0443-9385
199270310	Christopher	Ha	Staff	Male	1	Department of Cyber Security	1967-03-25	christopher_67h@ajou.ac.kr	010-4635-2867
200670311	Ashley	Ha	TA	Female	4	Department of Applied Artificial Intelligence	1981-05-21	ashley_81h@ajou.ac.kr	010-0412-1895
201870312	David	Song	Professor	Male	0	Department of Software and Computer Engineering	1993-05-24	david_93s@ajou.ac.kr	010-6078-9799
200170313	Steven	Hernandez	TA	Male	4	Department of Applied Artificial Intelligence	1976-06-10	steven_76h@ajou.ac.kr	010-8649-3014
201870314	Joshua	Robinson	Staff	Male	2	Department of Digital Media	1993-01-05	joshua_93r@ajou.ac.kr	010-6212-4688
200570315	Daniel	Williams	Professor	Male	4	Department of Applied Artificial Intelligence	1980-11-17	daniel_80w@ajou.ac.kr	010-4549-9209
201470316	Joonseo	Nguyen	Staff	Male	0	Department of Software and Computer Engineering	1989-11-05	joonseo_89n@ajou.ac.kr	010-3183-8142
200270317	Joshua	Han	Staff	Male	2	Department of Digital Media	1977-03-23	joshua_77h@ajou.ac.kr	010-4101-9707
199870318	James	Kim	Professor	Male	1	Department of Cyber Security	1973-06-11	james_73k@ajou.ac.kr	010-7179-4700
199270319	Minjoon	Yu	Professor	Male	4	Department of Applied Artificial Intelligence	1967-08-24	minjoon_67y@ajou.ac.kr	010-3307-1910
201170320	Joshua	Choi	Staff	Male	3	Department of Military Digital Convergence	1986-12-22	joshua_86c@ajou.ac.kr	010-0664-4080
200970321	Anthony	Wilson	Professor	Male	4	Department of Applied Artificial Intelligence	1984-05-03	anthony_84w@ajou.ac.kr	010-2164-3879
201470322	Jessica	White	Staff	Female	2	Department of Digital Media	1989-02-06	jessica_89w@ajou.ac.kr	010-6258-2967
200870323	Karen	Perez	TA	Female	4	Department of Applied Artificial Intelligence	1983-11-25	karen_83p@ajou.ac.kr	010-0289-1632
201870324	Michelle	Robinson	Staff	Female	1	Department of Cyber Security	1993-12-05	michelle_93r@ajou.ac.kr	010-6057-5444
201870325	Donald	Hernandez	Professor	Male	0	Department of Software and Computer Engineering	1993-03-07	donald_93h@ajou.ac.kr	010-6824-3812
201170326	Deborah	Thompson	Staff	Female	3	Department of Military Digital Convergence	1986-08-12	deborah_86t@ajou.ac.kr	010-5640-2358
201270327	Linda	Lee	Professor	Female	1	Department of Cyber Security	1987-06-03	linda_87l@ajou.ac.kr	010-7560-0860
201470328	William	Rochette	Professor	Male	4	Department of Applied Artificial Intelligence	1989-04-27	william_89r@ajou.ac.kr	010-6784-2642
199270329	Timothy	Davis	Staff	Male	0	Department of Software and Computer Engineering	1967-02-02	timothy_67d@ajou.ac.kr	010-2196-3998
199470330	Edward	Rochette	TA	Male	1	Department of Cyber Security	1969-05-04	edward_69r@ajou.ac.kr	010-1587-8591
201170331	Betty	Moore	TA	Female	1	Department of Cyber Security	1986-06-27	betty_86m@ajou.ac.kr	010-7137-2467
200370332	James	Hall	TA	Male	4	Department of Applied Artificial Intelligence	1978-01-02	james_78h@ajou.ac.kr	010-6712-2598
200770333	Hajoon	Nguyen	Staff	Male	1	Department of Cyber Security	1982-06-24	hajoon_82n@ajou.ac.kr	010-6062-6984
199470334	Jiyoo	Lee	TA	Female	0	Department of Software and Computer Engineering	1969-06-26	jiyoo_69l@ajou.ac.kr	010-4308-4680
200070335	Richard	Dereskeviciute	TA	Male	2	Department of Digital Media	1975-11-11	richard_75d@ajou.ac.kr	010-2444-5246
200370336	Margaret	Johnson	Staff	Female	1	Department of Cyber Security	1978-07-03	margaret_78j@ajou.ac.kr	010-9450-8689
199670337	Hajoon	Kang	Professor	Male	0	Department of Software and Computer Engineering	1971-12-12	hajoon_71k@ajou.ac.kr	010-8295-4443
199270338	Chaewon	Robinson	Staff	Female	0	Department of Software and Computer Engineering	1967-02-26	chaewon_67r@ajou.ac.kr	010-3472-0608
200870339	Nancy	Moore	Staff	Female	0	Department of Software and Computer Engineering	1983-01-04	nancy_83m@ajou.ac.kr	010-1954-4819
201270340	Minseo	Kang	TA	Female	1	Department of Cyber Security	1987-12-06	minseo_87k@ajou.ac.kr	010-5151-7067
201470341	Jiyoo	Martin	TA	Female	1	Department of Cyber Security	1989-01-16	jiyoo_89m@ajou.ac.kr	010-4434-2758
201970342	Sandra	Lee	Professor	Female	4	Department of Applied Artificial Intelligence	1994-12-22	sandra_94l@ajou.ac.kr	010-2389-2029
201170343	Michael	Johnson	Staff	Male	0	Department of Software and Computer Engineering	1986-05-01	michael_86j@ajou.ac.kr	010-1223-2990
201070344	David	Wilson	TA	Male	2	Department of Digital Media	1985-05-05	david_85w@ajou.ac.kr	010-0681-4314
200670345	Seojoon	Anderson	TA	Male	1	Department of Cyber Security	1981-04-02	seojoon_81a@ajou.ac.kr	010-8786-3041
200570346	Sarah	Miller	Professor	Female	1	Department of Cyber Security	1980-05-11	sarah_80m@ajou.ac.kr	010-4021-1778
201770347	Michael	Yu	Professor	Male	3	Department of Military Digital Convergence	1992-08-08	michael_92y@ajou.ac.kr	010-9015-0847
199070348	Jiho	ClarkLewis	TA	Male	3	Department of Military Digital Convergence	1965-04-16	jiho_65c@ajou.ac.kr	010-3271-8316
199470349	Barbara	Wilson	TA	Female	4	Department of Applied Artificial Intelligence	1969-03-01	barbara_69w@ajou.ac.kr	010-8328-2513
199970350	Timothy	Jones	Staff	Male	4	Department of Applied Artificial Intelligence	1974-02-27	timothy_74j@ajou.ac.kr	010-1026-6403
201670351	Thomas	Robinson	TA	Male	1	Department of Cyber Security	1991-01-25	thomas_91r@ajou.ac.kr	010-3750-3243
200270352	Steven	Cho	TA	Male	1	Department of Cyber Security	1977-11-29	steven_77c@ajou.ac.kr	010-0005-9554
199970353	Edward	Martin	TA	Male	2	Department of Digital Media	1974-11-17	edward_74m@ajou.ac.kr	010-2977-0559
199170354	Ashley	Harris	Professor	Female	1	Department of Cyber Security	1966-02-14	ashley_66h@ajou.ac.kr	010-4327-8674
199570355	Donald	Miller	Professor	Male	3	Department of Military Digital Convergence	1970-05-22	donald_70m@ajou.ac.kr	010-5200-6236
201170356	Mary	Bottier	TA	Female	0	Department of Software and Computer Engineering	1986-05-16	mary_86b@ajou.ac.kr	010-7183-4726
200770357	Hajoon	Thomas	Professor	Male	2	Department of Digital Media	1982-10-24	hajoon_82t@ajou.ac.kr	010-2763-9402
200470358	Donna	Yu	Professor	Female	1	Department of Cyber Security	1979-03-30	donna_79y@ajou.ac.kr	010-8368-1539
199570359	Nancy	Dereskeviciute	Professor	Female	1	Department of Cyber Security	1970-11-03	nancy_70d@ajou.ac.kr	010-5691-3756
200670360	Melissa	Nguyen	TA	Female	0	Department of Software and Computer Engineering	1981-04-20	melissa_81n@ajou.ac.kr	010-8950-7583
200870361	Joowon	Martinez	TA	Male	4	Department of Applied Artificial Intelligence	1983-07-21	joowon_83m@ajou.ac.kr	010-9782-4730
201470362	Joseph	Hall	Staff	Male	1	Department of Cyber Security	1989-05-14	joseph_89h@ajou.ac.kr	010-7009-4025
201070363	Amanda	Nguyen	Staff	Female	2	Department of Digital Media	1985-09-17	amanda_85n@ajou.ac.kr	010-6026-6651
200070364	Geonwoo	Brown	TA	Male	3	Department of Military Digital Convergence	1975-03-15	geonwoo_75b@ajou.ac.kr	010-8781-4284
201070365	Edward	Martin	Professor	Male	0	Department of Software and Computer Engineering	1985-04-15	edward_85m@ajou.ac.kr	010-3652-9899
199470366	Jimin	Hernandez	Professor	Female	2	Department of Digital Media	1969-10-22	jimin_69h@ajou.ac.kr	010-8114-4727
201170367	Margaret	Hong	Professor	Female	4	Department of Applied Artificial Intelligence	1986-01-22	margaret_86h@ajou.ac.kr	010-7535-4900
201270368	Brian	Nguyen	TA	Male	2	Department of Digital Media	1987-06-15	brian_87n@ajou.ac.kr	010-4359-7727
201570369	Stephanie	Brown	TA	Female	0	Department of Software and Computer Engineering	1990-03-15	stephanie_90b@ajou.ac.kr	010-6451-5157
200870370	Laura	Nguyen	Staff	Female	0	Department of Software and Computer Engineering	1983-04-18	laura_83n@ajou.ac.kr	010-4226-0064
199670371	Jiho	Wilson	Professor	Male	3	Department of Military Digital Convergence	1971-03-02	jiho_71w@ajou.ac.kr	010-6143-1748
201870372	Kimberly	Moore	Professor	Female	4	Department of Applied Artificial Intelligence	1993-06-21	kimberly_93m@ajou.ac.kr	010-8019-1716
201570373	Ryan	Smith	Staff	Male	1	Department of Cyber Security	1990-04-27	ryan_90s@ajou.ac.kr	010-5879-8825
199370374	Jennifer	Dereskeviciute	Staff	Female	0	Department of Software and Computer Engineering	1968-10-05	jennifer_68d@ajou.ac.kr	010-0887-5041
200670375	Daniel	Song	Professor	Male	3	Department of Military Digital Convergence	1981-09-04	daniel_81s@ajou.ac.kr	010-3758-3305
199770376	Sandra	Taylor	TA	Female	1	Department of Cyber Security	1972-03-17	sandra_72t@ajou.ac.kr	010-6231-6446
200470377	Edward	Kang	Professor	Male	2	Department of Digital Media	1979-04-04	edward_79k@ajou.ac.kr	010-2359-5977
201870378	Melissa	Yu	Professor	Female	0	Department of Software and Computer Engineering	1993-07-27	melissa_93y@ajou.ac.kr	010-1737-2093
199770379	Ronald	Walker	TA	Male	2	Department of Digital Media	1972-10-09	ronald_72w@ajou.ac.kr	010-7334-4985
200470380	Barbara	Park	Staff	Female	2	Department of Digital Media	1979-10-02	barbara_79p@ajou.ac.kr	010-0027-9193
200170381	Barbara	Hong	Staff	Female	2	Department of Digital Media	1976-06-20	barbara_76h@ajou.ac.kr	010-0179-3437
201670382	Jiho	Park	Professor	Male	1	Department of Cyber Security	1991-09-24	jiho_91p@ajou.ac.kr	010-4658-4033
201870383	David	Jeong	Staff	Male	1	Department of Cyber Security	1993-02-24	david_93j@ajou.ac.kr	010-1341-3378
201170384	Jennifer	Smith	Professor	Female	4	Department of Applied Artificial Intelligence	1986-07-02	jennifer_86s@ajou.ac.kr	010-5864-6625
199570385	Jia	Yu	TA	Female	1	Department of Cyber Security	1970-07-17	jia_70y@ajou.ac.kr	010-3250-8462
199670386	Michelle	Brown	TA	Female	3	Department of Military Digital Convergence	1971-01-04	michelle_71b@ajou.ac.kr	010-3199-9181
201870387	Michelle	Rodriguez	TA	Female	2	Department of Digital Media	1993-10-04	michelle_93r@ajou.ac.kr	010-2808-5427
200370388	Jiyoo	Song	Professor	Female	4	Department of Applied Artificial Intelligence	1978-04-25	jiyoo_78s@ajou.ac.kr	010-5495-3295
199370389	Haeun	Han	TA	Female	4	Department of Applied Artificial Intelligence	1968-03-20	haeun_68h@ajou.ac.kr	010-8924-1669
200470390	Seojoon	Williams	Staff	Male	2	Department of Digital Media	1979-11-18	seojoon_79w@ajou.ac.kr	010-9202-6227
200370391	Linda	Hernandez	TA	Female	0	Department of Software and Computer Engineering	1978-01-04	linda_78h@ajou.ac.kr	010-1474-7593
201270392	David	Hernandez	TA	Male	4	Department of Applied Artificial Intelligence	1987-05-15	david_87h@ajou.ac.kr	010-2239-6484
199970393	Robert	Hernandez	TA	Male	2	Department of Digital Media	1974-09-24	robert_74h@ajou.ac.kr	010-4154-1237
200170394	Deborah	Miller	TA	Female	4	Department of Applied Artificial Intelligence	1976-04-16	deborah_76m@ajou.ac.kr	010-9613-2051
200670395	Christopher	Harris	Professor	Male	3	Department of Military Digital Convergence	1981-08-16	christopher_81h@ajou.ac.kr	010-8023-0629
201570396	Yejoon	Bottier	Professor	Male	2	Department of Digital Media	1990-12-23	yejoon_90b@ajou.ac.kr	010-8912-8436
199570397	Joowon	Kim	Staff	Male	0	Department of Software and Computer Engineering	1970-06-18	joowon_70k@ajou.ac.kr	010-8546-5696
200170398	James	Jackson	Professor	Male	4	Department of Applied Artificial Intelligence	1976-10-25	james_76j@ajou.ac.kr	010-9323-3770
200570399	Kimberly	Robinson	TA	Female	2	Department of Digital Media	1980-01-04	kimberly_80r@ajou.ac.kr	010-0363-1962
200270400	Anthony	Robinson	Staff	Male	0	Department of Software and Computer Engineering	1977-07-27	anthony_77r@ajou.ac.kr	010-3417-7255
200070401	Sua	Dereskeviciute	Staff	Female	4	Department of Applied Artificial Intelligence	1975-03-10	sua_75d@ajou.ac.kr	010-2203-8485
199770402	Deborah	Perez	Staff	Female	3	Department of Military Digital Convergence	1972-10-10	deborah_72p@ajou.ac.kr	010-4175-0990
199870403	Margaret	Lopez	Staff	Female	1	Department of Cyber Security	1973-01-04	margaret_73l@ajou.ac.kr	010-7158-3101
200570404	Margaret	Williams	Staff	Female	3	Department of Military Digital Convergence	1980-03-23	margaret_80w@ajou.ac.kr	010-1293-3952
199470405	Chaewon	Dereskeviciute	TA	Female	0	Department of Software and Computer Engineering	1969-12-06	chaewon_69d@ajou.ac.kr	010-4667-9727
200970406	Karen	Smith	TA	Female	4	Department of Applied Artificial Intelligence	1984-03-08	karen_84s@ajou.ac.kr	010-2743-0139
200870407	Mary	Smith	Professor	Female	3	Department of Military Digital Convergence	1983-06-28	mary_83s@ajou.ac.kr	010-6587-4757
200470408	Jia	Jackson	TA	Female	3	Department of Military Digital Convergence	1979-12-30	jia_79j@ajou.ac.kr	010-0457-3750
200670409	Sharon	Min	Professor	Female	2	Department of Digital Media	1981-06-04	sharon_81m@ajou.ac.kr	010-7649-6081
199270410	Linda	Martin	Professor	Female	1	Department of Cyber Security	1967-11-12	linda_67m@ajou.ac.kr	010-2341-9446
200470411	Sharon	Walker	TA	Female	3	Department of Military Digital Convergence	1979-09-25	sharon_79w@ajou.ac.kr	010-4555-9905
201170412	Minjoon	Heo	TA	Male	1	Department of Cyber Security	1986-06-02	minjoon_86h@ajou.ac.kr	010-1035-1943
200270413	Seoyoon	Garcia	Staff	Female	0	Department of Software and Computer Engineering	1977-01-23	seoyoon_77g@ajou.ac.kr	010-8103-1527
201370414	Elizabeth	Kang	Professor	Female	1	Department of Cyber Security	1988-08-18	elizabeth_88k@ajou.ac.kr	010-4705-4739
201270415	Thomas	Han	TA	Male	3	Department of Military Digital Convergence	1987-10-25	thomas_87h@ajou.ac.kr	010-2663-0185
200970416	Mary	Cho	Staff	Female	2	Department of Digital Media	1984-02-16	mary_84c@ajou.ac.kr	010-2368-5335
199070417	Matthew	Robinson	Staff	Male	2	Department of Digital Media	1965-01-10	matthew_65r@ajou.ac.kr	010-3214-9020
199370418	Kevin	Yu	Professor	Male	0	Department of Software and Computer Engineering	1968-05-11	kevin_68y@ajou.ac.kr	010-5978-7039
199270419	Jia	White	Staff	Female	0	Department of Software and Computer Engineering	1967-01-02	jia_67w@ajou.ac.kr	010-9007-9827
